#,Pair,Amount,Price,Fee,FeeCurrency,Date
89950028,BCH/BTC,0.1239347,0.3551,-0.00009915,BCH,2017-11-12 06:13:27
89950099,BCH/BTC,2.45086742,0.3551,-0.00196069,BCH,2017-11-12 06:13:32
89974896,BCH/BTC,24.286358,0.39,-0.01942909,BCH,2017-11-12 06:31:37
89986045,BCH/BTC,0.3119,0.4239,-0.0006238,BCH,2017-11-12 06:37:02
89986046,BCH/BTC,2.2,0.424,-0.0044,BCH,2017-11-12 06:37:02
89986047,BCH/BTC,2.99999999,0.42436,-0.006,BCH,2017-11-12 06:37:02
89986048,BCH/BTC,15.32493744,0.4244,-0.03064987,BCH,2017-11-12 06:37:02
89986049,BCH/BTC,0.19199313,0.42499,-0.00038399,BCH,2017-11-12 06:37:02
89986096,BCH/BTC,9.62399699,0.425,-0.0076992,BCH,2017-11-12 06:37:05
89986101,BCH/BTC,0.278603,0.425,-0.00022288,BCH,2017-11-12 06:37:05
89986120,BCH/BTC,0.6435,0.425,-0.0005148,BCH,2017-11-12 06:37:06
89986142,BCH/BTC,2.202415,0.425,-0.00176193,BCH,2017-11-12 06:37:07
89986242,BCH/BTC,0.07996588,0.425,-0.00006397,BCH,2017-11-12 06:37:09
89986254,BCH/BTC,0.61869575,0.425,-0.00049496,BCH,2017-11-12 06:37:09
89986255,BCH/BTC,10.0,0.425,-0.008,BCH,2017-11-12 06:37:09
89986259,BCH/BTC,10.0,0.425,-0.008,BCH,2017-11-12 06:37:09
89986268,BCH/BTC,0.135,0.425,-0.000108,BCH,2017-11-12 06:37:10
89986327,BCH/BTC,0.6819051,0.425,-0.00054552,BCH,2017-11-12 06:37:13
89986356,BCH/BTC,4.47505128,0.425,-0.00358004,BCH,2017-11-12 06:37:14
89986373,BCH/BTC,0.5,0.425,-0.0004,BCH,2017-11-12 06:37:14
89986377,BCH/BTC,10.0,0.425,-0.008,BCH,2017-11-12 06:37:14
89986388,BCH/BTC,0.3318,0.425,-0.00026544,BCH,2017-11-12 06:37:15
89986424,BCH/BTC,0.1899,0.425,-0.00015192,BCH,2017-11-12 06:37:15
89986438,BCH/BTC,0.119,0.425,-0.0000952,BCH,2017-11-12 06:37:16
89986441,BCH/BTC,0.2,0.425,-0.00016,BCH,2017-11-12 06:37:16
89986448,BCH/BTC,0.11700992,0.425,-0.00009361,BCH,2017-11-12 06:37:16
89986456,BCH/BTC,0.7745,0.425,-0.0006196,BCH,2017-11-12 06:37:17
89986457,BCH/BTC,0.2,0.425,-0.00016,BCH,2017-11-12 06:37:17
89986475,BCH/BTC,0.068,0.425,-0.0000544,BCH,2017-11-12 06:37:17
89986486,BCH/BTC,0.372,0.425,-0.0002976,BCH,2017-11-12 06:37:18
89986489,BCH/BTC,0.388,0.425,-0.0003104,BCH,2017-11-12 06:37:18
89986490,BCH/BTC,22.0,0.425,-0.0176,BCH,2017-11-12 06:37:18
89986494,BCH/BTC,0.2,0.425,-0.00016,BCH,2017-11-12 06:37:19
90000253,BCH/BTC,-9.9778,0.4786,-0.0199556,BCH,2017-11-12 06:42:33
90000254,BCH/BTC,-2.4177,0.47431,-0.0048354,BCH,2017-11-12 06:42:33
90000255,BCH/BTC,-0.11755994,0.4743,-0.00023512,BCH,2017-11-12 06:42:33
90000256,BCH/BTC,-2.508,0.47317,-0.005016,BCH,2017-11-12 06:42:33
90000257,BCH/BTC,-27.54747736,0.47201,-0.05509495,BCH,2017-11-12 06:42:33
90000258,BCH/BTC,-1.96,0.47201,-0.00392,BCH,2017-11-12 06:42:33
90000259,BCH/BTC,-55.4714627,0.472,-0.11094293,BCH,2017-11-12 06:42:33
90001295,BCH/BTC,-5.8,0.42091,-0.0116,BCH,2017-11-12 06:42:46
90001296,BCH/BTC,-171.48111176,0.4209,-0.34296222,BCH,2017-11-12 06:42:46
90001297,BCH/BTC,-0.02,0.4201,-0.00004,BCH,2017-11-12 06:42:46
90001298,BCH/BTC,-0.02,0.42,-0.00004,BCH,2017-11-12 06:42:46
90001299,BCH/BTC,-14.60938324,0.42,-0.02921877,BCH,2017-11-12 06:42:46
90064275,BCH/BTC,2.02,0.28,-0.00045248,BTC,2017-11-12 07:09:13
90064315,BCH/BTC,3.049,0.28,-0.00068298,BTC,2017-11-12 07:09:13
90064321,BCH/BTC,0.16937864,0.28,-0.00003794,BTC,2017-11-12 07:09:13
90064324,BCH/BTC,0.48830957,0.28,-0.00010938,BTC,2017-11-12 07:09:14
90064355,BCH/BTC,0.1,0.28,-0.0000224,BTC,2017-11-12 07:09:14
90064452,BCH/BTC,3.3104353,0.28,-0.00074154,BTC,2017-11-12 07:09:17
90064455,BCH/BTC,0.1,0.28,-0.0000224,BTC,2017-11-12 07:09:17
90064482,BCH/BTC,0.92327013,0.28,-0.00020681,BTC,2017-11-12 07:09:17
90064536,BCH/BTC,0.1963,0.28,-0.00004397,BTC,2017-11-12 07:09:18
90064585,BCH/BTC,0.18,0.28,-0.00004032,BTC,2017-11-12 07:09:18
90064591,BCH/BTC,4.87764419,0.28,-0.00109259,BTC,2017-11-12 07:09:18
90064617,BCH/BTC,0.299,0.28,-0.00006698,BTC,2017-11-12 07:09:19
90064625,BCH/BTC,2.1123558,0.28,-0.00047317,BTC,2017-11-12 07:09:19
90064691,BCH/BTC,3.57775888,0.28,-0.00080142,BTC,2017-11-12 07:09:19
90064826,BCH/BTC,3.96,0.28,-0.00088704,BTC,2017-11-12 07:09:21
90064837,BCH/BTC,4.02,0.28,-0.00090048,BTC,2017-11-12 07:09:21
90064838,BCH/BTC,0.43999,0.28,-0.00009856,BTC,2017-11-12 07:09:21
90064872,BCH/BTC,8.96,0.28,-0.00200704,BTC,2017-11-12 07:09:21
90064884,BCH/BTC,0.43999,0.28,-0.00009856,BTC,2017-11-12 07:09:21
90064923,BCH/BTC,0.43999,0.28,-0.00009856,BTC,2017-11-12 07:09:22
90064938,BCH/BTC,1.07531123,0.28,-0.00024087,BTC,2017-11-12 07:09:22
90064945,BCH/BTC,1.07531123,0.28,-0.00024087,BTC,2017-11-12 07:09:22
90064949,BCH/BTC,0.35656554,0.28,-0.00007987,BTC,2017-11-12 07:09:22
90064962,BCH/BTC,2.06692896,0.28,-0.00046299,BTC,2017-11-12 07:09:23
90064969,BCH/BTC,0.1609,0.28,-0.00003604,BTC,2017-11-12 07:09:23
90064972,BCH/BTC,1.85879059,0.28,-0.00041637,BTC,2017-11-12 07:09:23
90065019,BCH/BTC,9.3801,0.28,-0.00210114,BTC,2017-11-12 07:09:23
90065087,BCH/BTC,0.11,0.28,-0.00002464,BTC,2017-11-12 07:09:24
90065109,BCH/BTC,1.462,0.28,-0.00032749,BTC,2017-11-12 07:09:24
90065122,BCH/BTC,2.0,0.28,-0.000448,BTC,2017-11-12 07:09:25
90065135,BCH/BTC,7.76,0.28,-0.00173824,BTC,2017-11-12 07:09:25
90065142,BCH/BTC,1.76,0.28,-0.00039424,BTC,2017-11-12 07:09:25
90065155,BCH/BTC,3.49773401,0.28,-0.00078349,BTC,2017-11-12 07:09:26
90065184,BCH/BTC,4.336,0.28,-0.00097126,BTC,2017-11-12 07:09:26
90065202,BCH/BTC,0.1,0.28,-0.0000224,BTC,2017-11-12 07:09:26
90065229,BCH/BTC,23.33693593,0.28,-0.00522747,BTC,2017-11-12 07:09:27
90081199,BCH/BTC,50.0,0.32,-0.032,BTC,2017-11-12 07:14:15
90106750,BCH/BTC,-4.9889312,0.27,-0.00269402,BTC,2017-11-12 07:27:39
90106751,BCH/BTC,-0.1165,0.26941,-0.00006277,BTC,2017-11-12 07:27:39
90106752,BCH/BTC,-0.0655,0.26763,-0.00003506,BTC,2017-11-12 07:27:39
90106753,BCH/BTC,-0.0655,0.2676,-0.00003506,BTC,2017-11-12 07:27:39
90106754,BCH/BTC,-38.01821335,0.2653,-0.02017246,BTC,2017-11-12 07:27:39
90106755,BCH/BTC,-100.0,0.2653,-0.05306,BTC,2017-11-12 07:27:39
90106756,BCH/BTC,-0.1,0.2653,-0.00005306,BTC,2017-11-12 07:27:39
90106757,BCH/BTC,-0.1,0.2653,-0.00005306,BTC,2017-11-12 07:27:39
90106758,BCH/BTC,-6.54535545,0.26511,-0.00347048,BTC,2017-11-12 07:27:39
90132208,BCH/BTC,0.28892968,0.31,-0.00023114,BCH,2017-11-12 07:43:08
90132211,BCH/BTC,0.079999,0.31,-0.000064,BCH,2017-11-12 07:43:08
90132215,BCH/BTC,0.57999,0.31,-0.00046399,BCH,2017-11-12 07:43:08
90132226,BCH/BTC,0.04533685,0.31,-0.00003627,BCH,2017-11-12 07:43:09
90132227,BCH/BTC,0.21475006,0.31,-0.0001718,BCH,2017-11-12 07:43:09
90132231,BCH/BTC,1.15342109,0.31,-0.00092274,BCH,2017-11-12 07:43:09
90132265,BCH/BTC,0.22255845,0.31,-0.00017805,BCH,2017-11-12 07:43:11
90132281,BCH/BTC,0.1,0.31,-0.00008,BCH,2017-11-12 07:43:11
90132293,BCH/BTC,0.99999,0.31,-0.00079999,BCH,2017-11-12 07:43:12
90132296,BCH/BTC,0.99999,0.31,-0.00079999,BCH,2017-11-12 07:43:12
90132299,BCH/BTC,0.1,0.31,-0.00008,BCH,2017-11-12 07:43:13
90132302,BCH/BTC,0.99999,0.31,-0.00079999,BCH,2017-11-12 07:43:13
90132306,BCH/BTC,0.77087445,0.31,-0.0006167,BCH,2017-11-12 07:43:13
90132307,BCH/BTC,0.99999,0.31,-0.00079999,BCH,2017-11-12 07:43:13
90132308,BCH/BTC,2.0,0.31,-0.0016,BCH,2017-11-12 07:43:13
90132313,BCH/BTC,2.28736285,0.31,-0.00182989,BCH,2017-11-12 07:43:13
90132316,BCH/BTC,0.198,0.31,-0.0001584,BCH,2017-11-12 07:43:13
90132318,BCH/BTC,0.04583211,0.31,-0.00003667,BCH,2017-11-12 07:43:14
90132320,BCH/BTC,0.04583211,0.31,-0.00003667,BCH,2017-11-12 07:43:14
90132392,BCH/BTC,0.032934,0.31,-0.00002635,BCH,2017-11-12 07:43:15
90132393,BCH/BTC,0.38,0.31,-0.000304,BCH,2017-11-12 07:43:15
90132395,BCH/BTC,0.20000024,0.31,-0.00016,BCH,2017-11-12 07:43:15
90132396,BCH/BTC,0.16233918,0.31,-0.00012987,BCH,2017-11-12 07:43:15
90132403,BCH/BTC,0.16233918,0.31,-0.00012987,BCH,2017-11-12 07:43:16
90132406,BCH/BTC,0.67795851,0.31,-0.00054237,BCH,2017-11-12 07:43:16
90132415,BCH/BTC,0.67795851,0.31,-0.00054237,BCH,2017-11-12 07:43:16
90132416,BCH/BTC,0.1,0.31,-0.00008,BCH,2017-11-12 07:43:16
90132424,BCH/BTC,0.67795851,0.31,-0.00054237,BCH,2017-11-12 07:43:16
90132426,BCH/BTC,0.16233918,0.31,-0.00012987,BCH,2017-11-12 07:43:16
90132427,BCH/BTC,0.67795851,0.31,-0.00054237,BCH,2017-11-12 07:43:16
90132428,BCH/BTC,0.19099099,0.31,-0.00015279,BCH,2017-11-12 07:43:16
90132480,BCH/BTC,0.64437308,0.31,-0.0005155,BCH,2017-11-12 07:43:22
90132484,BCH/BTC,0.56731851,0.31,-0.00045385,BCH,2017-11-12 07:43:22
90132486,BCH/BTC,0.64437308,0.31,-0.0005155,BCH,2017-11-12 07:43:22
90132493,BCH/BTC,0.56731851,0.31,-0.00045385,BCH,2017-11-12 07:43:22
90132494,BCH/BTC,0.56731851,0.31,-0.00045385,BCH,2017-11-12 07:43:22
90132496,BCH/BTC,0.64437308,0.31,-0.0005155,BCH,2017-11-12 07:43:22
90132501,BCH/BTC,0.64437308,0.31,-0.0005155,BCH,2017-11-12 07:43:22
90132502,BCH/BTC,8.8535,0.31,-0.0070828,BCH,2017-11-12 07:43:22
90132504,BCH/BTC,0.64437308,0.31,-0.0005155,BCH,2017-11-12 07:43:22
90132511,BCH/BTC,1.08162907,0.31,-0.0008653,BCH,2017-11-12 07:43:22
90132539,BCH/BTC,1.08162907,0.31,-0.0008653,BCH,2017-11-12 07:43:23
90132542,BCH/BTC,0.1990376,0.31,-0.00015923,BCH,2017-11-12 07:43:23
90132561,BCH/BTC,0.02378321,0.31,-0.00001903,BCH,2017-11-12 07:43:24
90132563,BCH/BTC,0.02378321,0.31,-0.00001903,BCH,2017-11-12 07:43:24
90132567,BCH/BTC,0.2,0.31,-0.00016,BCH,2017-11-12 07:43:24
90132572,BCH/BTC,0.44726305,0.31,-0.00035781,BCH,2017-11-12 07:43:24
90132573,BCH/BTC,0.02378321,0.31,-0.00001903,BCH,2017-11-12 07:43:24
90132574,BCH/BTC,0.44726305,0.31,-0.00035781,BCH,2017-11-12 07:43:24
90132575,BCH/BTC,0.02378321,0.31,-0.00001903,BCH,2017-11-12 07:43:24
90132579,BCH/BTC,0.44726305,0.31,-0.00035781,BCH,2017-11-12 07:43:25
90132588,BCH/BTC,0.44726305,0.31,-0.00035781,BCH,2017-11-12 07:43:25
90132595,BCH/BTC,0.15987865,0.31,-0.0001279,BCH,2017-11-12 07:43:25
90132608,BCH/BTC,3.0,0.31,-0.0024,BCH,2017-11-12 07:43:26
90132611,BCH/BTC,22.256675,0.31,-0.01780534,BCH,2017-11-12 07:43:26
90132612,BCH/BTC,0.15987865,0.31,-0.0001279,BCH,2017-11-12 07:43:26
90132635,BCH/BTC,0.19,0.31,-0.000152,BCH,2017-11-12 07:43:26
90132636,BCH/BTC,0.07043504,0.31,-0.00005635,BCH,2017-11-12 07:43:26
90132638,BCH/BTC,0.06198786,0.31,-0.00004959,BCH,2017-11-12 07:43:27
90132663,BCH/BTC,2.06543265,0.31,-0.00165235,BCH,2017-11-12 07:43:27
90132673,BCH/BTC,0.03099293,0.31,-0.00002479,BCH,2017-11-12 07:43:28
90132675,BCH/BTC,0.03099293,0.31,-0.00002479,BCH,2017-11-12 07:43:28
90132676,BCH/BTC,0.9982,0.31,-0.00079856,BCH,2017-11-12 07:43:28
90132677,BCH/BTC,0.03099293,0.31,-0.00002479,BCH,2017-11-12 07:43:28
90132678,BCH/BTC,0.19,0.31,-0.000152,BCH,2017-11-12 07:43:28
90132679,BCH/BTC,0.03099293,0.31,-0.00002479,BCH,2017-11-12 07:43:28
90132684,BCH/BTC,1.56985514,0.31,-0.00038932,BTC,2017-11-12 07:43:28
90132685,BCH/BTC,1.56985514,0.31,-0.00038932,BTC,2017-11-12 07:43:28
90132688,BCH/BTC,0.35470411,0.31,-0.00008797,BTC,2017-11-12 07:43:28
90132689,BCH/BTC,1.56985514,0.31,-0.00038932,BTC,2017-11-12 07:43:28
90132691,BCH/BTC,1.56985514,0.31,-0.00038932,BTC,2017-11-12 07:43:28
90132693,BCH/BTC,1.15366519,0.31,-0.00028611,BTC,2017-11-12 07:43:28
90132718,BCH/BTC,0.57591208,0.31,-0.00014283,BTC,2017-11-12 07:43:30
90132719,BCH/BTC,0.2,0.31,-0.0000496,BTC,2017-11-12 07:43:31
90132729,BCH/BTC,1.453,0.31,-0.00036034,BTC,2017-11-12 07:43:32
90132730,BCH/BTC,0.2,0.31,-0.0000496,BTC,2017-11-12 07:43:32
90132754,BCH/BTC,0.13034062,0.31,-0.00003232,BTC,2017-11-12 07:43:34
90132757,BCH/BTC,0.2,0.31,-0.0000496,BTC,2017-11-12 07:43:35
90132769,BCH/BTC,0.2,0.31,-0.0000496,BTC,2017-11-12 07:43:35
90132792,BCH/BTC,25.5170727,0.31,-0.00632823,BTC,2017-11-12 07:43:37
90148551,BCH/BTC,-8.4292575,0.278,-0.00187467,BTC,2017-11-12 07:55:49
90162168,BCH/BTC,-21.79688484,0.265,-0.01155235,BTC,2017-11-12 08:06:44
90162169,BCH/BTC,-0.4972,0.265,-0.00026352,BTC,2017-11-12 08:06:44
90162170,BCH/BTC,-4.0,0.265,-0.00212,BTC,2017-11-12 08:06:44
90162171,BCH/BTC,-5.0,0.265,-0.00265,BTC,2017-11-12 08:06:44
90162172,BCH/BTC,-3.0,0.265,-0.00159,BTC,2017-11-12 08:06:44
90162173,BCH/BTC,-9.1225,0.26411,-0.00481869,BTC,2017-11-12 08:06:44
90162174,BCH/BTC,-0.29,0.26409,-0.00015317,BTC,2017-11-12 08:06:44
90162175,BCH/BTC,-3.78716138,0.26405,-0.002,BTC,2017-11-12 08:06:44
90162176,BCH/BTC,-0.02,0.264,-0.00001056,BTC,2017-11-12 08:06:44
90162177,BCH/BTC,-2.0,0.26369,-0.00105476,BTC,2017-11-12 08:06:44
90162178,BCH/BTC,-10.0,0.2631,-0.005262,BTC,2017-11-12 08:06:44
90162179,BCH/BTC,-0.5,0.2629,-0.0002629,BTC,2017-11-12 08:06:44
90162180,BCH/BTC,-6.0,0.2626,-0.0031512,BTC,2017-11-12 08:06:44
90162181,BCH/BTC,-1.0,0.26252,-0.00052504,BTC,2017-11-12 08:06:44
90162182,BCH/BTC,-0.8,0.2615,-0.0004184,BTC,2017-11-12 08:06:44
90162183,BCH/BTC,-0.915,0.26141,-0.00047838,BTC,2017-11-12 08:06:44
90162184,BCH/BTC,-22.84199678,0.2612,-0.01193266,BTC,2017-11-12 08:06:44
90201026,BCH/BTC,0.1,0.2502,-0.00002002,BTC,2017-11-12 08:25:51
90207564,BCH/BTC,-0.1,0.229,-0.0000458,BTC,2017-11-12 08:30:04
90267492,BCH/BTC,36.17012063,0.315,-0.0289361,BCH,2017-11-12 09:18:08
90270563,BCH/BTC,1.65951133,0.315,-0.00132761,BCH,2017-11-12 09:19:24
90270565,BCH/BTC,8.12611514,0.315,-0.00650089,BCH,2017-11-12 09:19:24
90270567,BCH/BTC,0.027639,0.315,-0.00002211,BCH,2017-11-12 09:19:24
90270568,BCH/BTC,4.0166139,0.315,-0.00321329,BCH,2017-11-12 09:19:24
90271440,BCH/BTC,4.1167325,0.3001,-0.00329339,BCH,2017-11-12 09:19:49
90272448,BCH/BTC,0.024023,0.3001,-0.00001922,BCH,2017-11-12 09:20:32
90272449,BCH/BTC,0.5,0.3001,-0.0004,BCH,2017-11-12 09:20:32
90272777,BCH/BTC,28.4284936,0.3001,-0.02274279,BCH,2017-11-12 09:20:43
90273009,BCH/BTC,6.86230556,0.3001,-0.00548984,BCH,2017-11-12 09:20:54
90273422,BCH/BTC,1.16352453,0.3001,-0.00093082,BCH,2017-11-12 09:21:19
90273439,BCH/BTC,0.97584092,0.3001,-0.00078067,BCH,2017-11-12 09:21:21
90273443,BCH/BTC,1.78921134,0.3001,-0.00143137,BCH,2017-11-12 09:21:21
90273444,BCH/BTC,0.16355565,0.3001,-0.00013084,BCH,2017-11-12 09:21:21
90273450,BCH/BTC,0.38109,0.3001,-0.00030487,BCH,2017-11-12 09:21:22
90273510,BCH/BTC,6.18,0.3004,-0.004944,BCH,2017-11-12 09:21:28
90278393,BCH/BTC,9.58933078,0.316,-0.00242418,BTC,2017-11-12 09:25:58
90278394,BCH/BTC,0.04001096,0.316,-0.00001011,BTC,2017-11-12 09:25:58
90278442,BCH/BTC,0.03776356,0.316,-0.00000955,BTC,2017-11-12 09:26:00
90278712,BCH/BTC,0.40555667,0.316,-0.00010252,BTC,2017-11-12 09:26:10
90278721,BCH/BTC,0.5,0.316,-0.0001264,BTC,2017-11-12 09:26:11
90278737,BCH/BTC,0.5,0.316,-0.0001264,BTC,2017-11-12 09:26:12
90278753,BCH/BTC,3.142497,0.316,-0.00079442,BTC,2017-11-12 09:26:13
90278758,BCH/BTC,0.2,0.316,-0.00005056,BTC,2017-11-12 09:26:13
90278898,BCH/BTC,16.890902,0.316,-0.00427002,BTC,2017-11-12 09:26:21
90278906,BCH/BTC,1.0911,0.316,-0.00027583,BTC,2017-11-12 09:26:22
90278914,BCH/BTC,2.2444,0.316,-0.00056738,BTC,2017-11-12 09:26:22
90278920,BCH/BTC,15.35843903,0.316,-0.00388261,BTC,2017-11-12 09:26:22
90279548,BCH/BTC,1.50363187,0.311,-0.0003741,BTC,2017-11-12 09:26:51
90279552,BCH/BTC,0.7,0.311,-0.00017416,BTC,2017-11-12 09:26:51
90279553,BCH/BTC,5.0,0.311,-0.001244,BTC,2017-11-12 09:26:51
90279586,BCH/BTC,18.6429,0.311,-0.00463835,BTC,2017-11-12 09:26:53
90279629,BCH/BTC,1.67095376,0.311,-0.00041573,BTC,2017-11-12 09:26:55
90279632,BCH/BTC,4.05,0.311,-0.00100764,BTC,2017-11-12 09:26:55
90279636,BCH/BTC,10.0,0.311,-0.002488,BTC,2017-11-12 09:26:55
90279679,BCH/BTC,2.59726303,0.311,-0.0006462,BTC,2017-11-12 09:26:57
90279702,BCH/BTC,1.11975742,0.311,-0.0002786,BTC,2017-11-12 09:26:59
90279712,BCH/BTC,4.71549392,0.311,-0.00117321,BTC,2017-11-12 09:26:59
90297286,BCH/BTC,50.0,0.275,-0.011,BTC,2017-11-12 09:42:34
90341575,BCH/BTC,-0.5,0.2355,-0.0000942,BTC,2017-11-12 10:27:39
90341599,BCH/BTC,-0.10513974,0.2355,-0.00001981,BTC,2017-11-12 10:27:40
90343373,BCH/BTC,-16.16364713,0.22246,-0.00719153,BTC,2017-11-12 10:29:02
90343374,BCH/BTC,-6.10612204,0.22245,-0.00271661,BTC,2017-11-12 10:29:02
90343375,BCH/BTC,-6.27,0.22245,-0.00278952,BTC,2017-11-12 10:29:02
90343376,BCH/BTC,-1.359,0.22126,-0.00060138,BTC,2017-11-12 10:29:02
90343377,BCH/BTC,-0.58236263,0.22101,-0.00025742,BTC,2017-11-12 10:29:02
90343378,BCH/BTC,-69.5188682,0.221,-0.03072734,BTC,2017-11-12 10:29:02
90362936,BCH/BTC,-0.7861,0.227,-0.0015722,BCH,2017-11-12 10:49:41
90362937,BCH/BTC,-0.047372,0.22601,-0.00002141,BTC,2017-11-12 10:49:41
90362938,BCH/BTC,-86.6140057,0.226,-0.17322801,BCH,2017-11-12 10:49:41
90362939,BCH/BTC,-5.0,0.226,-0.01,BCH,2017-11-12 10:49:41
90362940,BCH/BTC,-1.87040128,0.226,-0.00084542,BTC,2017-11-12 10:49:41
90362941,BCH/BTC,-0.5922,0.2251,-0.0011844,BCH,2017-11-12 10:49:41
90362942,BCH/BTC,-26.94,0.22503,-0.05388,BCH,2017-11-12 10:49:41
90362943,BCH/BTC,-28.12955802,0.225,-0.05625912,BCH,2017-11-12 10:49:41
91318019,BCH/BTC,0.0099,0.17659,-0.0000198,BCH,2017-11-13 05:41:02
91318020,BCH/BTC,0.14363,0.17701,-0.00028726,BCH,2017-11-13 05:41:02
91320755,BCH/BTC,-0.1535,0.18563,-0.000307,BCH,2017-11-13 05:43:17
91475178,BCH/BTC,-0.00003,0.18846,-0.00000006,BCH,2017-11-13 10:00:52
91591475,BCH/BTC,0.45328173,0.1621,0.0,BTC,2017-11-13 13:08:07
91591495,BCH/BTC,3.6,0.1621,0.0,BTC,2017-11-13 13:08:08
91591509,BCH/BTC,0.08227595,0.1621,0.0,BTC,2017-11-13 13:08:10
91591517,BCH/BTC,1.12211125,0.1621,0.0,BTC,2017-11-13 13:08:11
91591518,BCH/BTC,1.12211125,0.1621,0.0,BTC,2017-11-13 13:08:11
91591519,BCH/BTC,1.12211125,0.1621,0.0,BTC,2017-11-13 13:08:11
91591520,BCH/BTC,1.12211125,0.1621,0.0,BTC,2017-11-13 13:08:12
91591521,BCH/BTC,1.38186986,0.1621,0.0,BTC,2017-11-13 13:08:12
91591522,BCH/BTC,1.12211125,0.1621,0.0,BTC,2017-11-13 13:08:12
91591523,BCH/BTC,13.87201621,0.1621,0.0,BTC,2017-11-13 13:08:12
91613044,BCH/BTC,-5.0,0.1633,-0.01,BCH,2017-11-13 13:35:11
91613887,BCH/BTC,-1.68525316,0.16351,-0.00055111,BTC,2017-11-13 13:36:03
91613888,BCH/BTC,-1.86990021,0.1635,-0.00061146,BTC,2017-11-13 13:36:03
91613889,BCH/BTC,-1.44484663,0.1635,0.0,BTC,2017-11-13 13:36:03
91613901,BCH/BTC,-10.0,0.1648,0.0,BTC,2017-11-13 13:36:03
91615096,BCH/BTC,-5.0,0.1645,0.0,BTC,2017-11-13 13:37:27
91619882,BCH/BTC,-20.0,0.168,0.0,BTC,2017-11-13 13:41:30
91626496,BCH/BTC,6.97679286,0.166,0.0,BTC,2017-11-13 13:50:42
91626507,BCH/BTC,3.02320714,0.166,0.0,BTC,2017-11-13 13:50:42
91627493,BCH/BTC,1.40379997,0.16999,-0.00047726,BTC,2017-11-13 13:52:19
91627494,BCH/BTC,0.02,0.17,-0.0000068,BTC,2017-11-13 13:52:19
91627495,BCH/BTC,0.4,0.17,-0.000136,BTC,2017-11-13 13:52:19
91627496,BCH/BTC,1.0,0.17,-0.00034,BTC,2017-11-13 13:52:19
91627497,BCH/BTC,0.5,0.17,-0.00017,BTC,2017-11-13 13:52:19
91627498,BCH/BTC,6.67620003,0.17,-0.00226991,BTC,2017-11-13 13:52:19
91656321,BCH/BTC,29.88,0.20797,-0.01242829,BTC,2017-11-13 14:18:44
91656322,BCH/BTC,0.459,0.209,-0.00019186,BTC,2017-11-13 14:18:44
91656323,BCH/BTC,19.661,0.2099,-0.00825369,BTC,2017-11-13 14:18:44
91677574,BCH/BTC,-0.022669,0.19214,-0.00000871,BTC,2017-11-13 14:36:56
91677575,BCH/BTC,-1.0,0.19207,-0.00038414,BTC,2017-11-13 14:36:56
91677576,BCH/BTC,-0.5,0.192,-0.000192,BTC,2017-11-13 14:36:56
91677577,BCH/BTC,-0.5,0.1916,-0.0001916,BTC,2017-11-13 14:36:56
91677578,BCH/BTC,-4.0,0.1915,-0.008,BCH,2017-11-13 14:36:56
91677579,BCH/BTC,-0.14644335,0.19127,-0.00029289,BCH,2017-11-13 14:36:56
91677580,BCH/BTC,-3.23,0.19127,-0.00646,BCH,2017-11-13 14:36:56
91677581,BCH/BTC,-0.53,0.19126,-0.00106,BCH,2017-11-13 14:36:56
91677582,BCH/BTC,-0.5,0.1912,-0.001,BCH,2017-11-13 14:36:56
91677583,BCH/BTC,-25.0,0.1912,-0.05,BCH,2017-11-13 14:36:56
91677584,BCH/BTC,-10.88532223,0.191,-0.02177064,BCH,2017-11-13 14:36:56
91677585,BCH/BTC,-3.68556542,0.191,-0.00737113,BCH,2017-11-13 14:36:57
91709928,BCH/BTC,10.0,0.177,-0.02,BCH,2017-11-13 15:26:59
91711315,BCH/BTC,3.3519342,0.181,0.0,BTC,2017-11-13 15:28:58
91711335,BCH/BTC,0.84253547,0.181,0.0,BTC,2017-11-13 15:29:03
91711336,BCH/BTC,2.0,0.181,0.0,BTC,2017-11-13 15:29:03
91711351,BCH/BTC,0.199,0.181,0.0,BTC,2017-11-13 15:29:04
91711355,BCH/BTC,2.86000919,0.181,0.0,BTC,2017-11-13 15:29:05
91711374,BCH/BTC,0.74652114,0.181,0.0,BTC,2017-11-13 15:29:06
91719400,BCH/BTC,0.20143271,0.185,0.0,BTC,2017-11-13 15:43:54
91719414,BCH/BTC,8.29333033,0.185,0.0,BTC,2017-11-13 15:43:56
91719418,BCH/BTC,0.9058,0.185,0.0,BTC,2017-11-13 15:43:57
91719442,BCH/BTC,0.59943696,0.185,0.0,BTC,2017-11-13 15:44:02
91729752,BCH/BTC,-10.0,0.1815,0.0,BTC,2017-11-13 16:03:08
91748536,BCH/BTC,30.0,0.19,0.0,BTC,2017-11-13 16:32:39
91756176,BCH/BTC,20.0,0.199,0.0,BTC,2017-11-13 16:46:34
91757968,BCH/BTC,10.0,0.199,0.0,BTC,2017-11-13 16:48:46
91761135,BCH/BTC,1.479,0.20333,-0.002958,BCH,2017-11-13 16:53:09
91761213,BCH/BTC,10.41144851,0.2034,0.0,BTC,2017-11-13 16:53:16
91761582,BCH/BTC,8.10955149,0.2034,0.0,BTC,2017-11-13 16:53:41
91775721,BCH/BTC,20.0,0.1942,0.0,BTC,2017-11-13 17:14:27
