#,Pair,Amount,Price,Fee,FeeCurrency,Date
91781995,BCH/BTC,-2.40376304,0.1943,0.0,BTC,2017-11-13 17:25:23
91782026,BCH/BTC,-1.361205,0.1943,0.0,BTC,2017-11-13 17:25:28
91782045,BCH/BTC,-1.408402,0.1943,0.0,BTC,2017-11-13 17:25:32
91782050,BCH/BTC,-0.3,0.1943,0.0,BTC,2017-11-13 17:25:33
91782053,BCH/BTC,-2.12915303,0.1943,0.0,BTC,2017-11-13 17:25:34
91782065,BCH/BTC,-0.585464,0.1943,0.0,BTC,2017-11-13 17:25:36
91782076,BCH/BTC,-11.81201293,0.1943,0.0,BTC,2017-11-13 17:25:38
91785642,BCH/BTC,-50.0,0.1948,0.0,BTC,2017-11-13 17:33:58
91792635,BCH/BTC,-50.0,0.201,-0.0201,BTC,2017-11-13 17:48:29
92166500,BCH/BTC,3.69213544,0.1773,0.0,BTC,2017-11-14 03:49:57
92194620,BCH/BTC,22.53206673,0.1773,0.0,BTC,2017-11-14 04:40:06
92246538,BCH/BTC,-4.08180813,0.18948,-0.00154684,BTC,2017-11-14 07:02:40
92246539,BCH/BTC,-2.27353135,0.18901,-0.00085944,BTC,2017-11-14 07:02:40
92246540,BCH/BTC,-3.0,0.189,-0.001134,BTC,2017-11-14 07:02:40
92246541,BCH/BTC,-0.1331,0.18874,-0.00005024,BTC,2017-11-14 07:02:40
92246542,BCH/BTC,-0.02653224,0.18845,-0.00001,BTC,2017-11-14 07:02:40
92246543,BCH/BTC,-16.70923045,0.1884,-0.00629604,BTC,2017-11-14 07:02:40
92351304,BCH/BTC,0.12450233,0.198,0.0,BTC,2017-11-14 10:41:32
92351311,BCH/BTC,0.14482665,0.198,0.0,BTC,2017-11-14 10:41:33
92351312,BCH/BTC,14.73067102,0.198,0.0,BTC,2017-11-14 10:41:33
92391073,BCH/BTC,3.47684018,0.2066,0.0,BTC,2017-11-14 12:01:45
92391225,BCH/BTC,0.85502314,0.2066,0.0,BTC,2017-11-14 12:01:59
92394536,BCH/BTC,2.0,0.212,-0.000848,BTC,2017-11-14 12:07:28
92394537,BCH/BTC,3.0,0.21276,-0.00127656,BTC,2017-11-14 12:07:28
92394538,BCH/BTC,0.4,0.2128,-0.00017024,BTC,2017-11-14 12:07:28
92394539,BCH/BTC,3.28861806,0.21297,-0.00140075,BTC,2017-11-14 12:07:28
92394540,BCH/BTC,1.31138194,0.213,-0.00055865,BTC,2017-11-14 12:07:28
92396631,BCH/BTC,0.16680239,0.2114,0.0,BTC,2017-11-14 12:10:24
92396693,BCH/BTC,0.18729257,0.2114,0.0,BTC,2017-11-14 12:10:27
92396751,BCH/BTC,1.0,0.2114,0.0,BTC,2017-11-14 12:10:32
92396753,BCH/BTC,2.121065,0.2114,0.0,BTC,2017-11-14 12:10:33
92396755,BCH/BTC,0.97633439,0.2114,0.0,BTC,2017-11-14 12:10:33
92396766,BCH/BTC,0.777059,0.2114,0.0,BTC,2017-11-14 12:10:34
92396834,BCH/BTC,4.77144665,0.2114,0.0,BTC,2017-11-14 12:10:40
92405187,BCH/BTC,-10.0,0.2091,-0.004182,BTC,2017-11-14 12:22:43
92409375,BCH/BTC,-0.30692301,0.2088,-0.00012817,BTC,2017-11-14 12:32:52
92409376,BCH/BTC,-0.31441653,0.20879,-0.00013129,BTC,2017-11-14 12:32:52
92409377,BCH/BTC,-0.030711,0.20879,-0.00001282,BTC,2017-11-14 12:32:52
92409378,BCH/BTC,-1.38066802,0.20848,-0.00057568,BTC,2017-11-14 12:32:52
92409379,BCH/BTC,-21.675,0.20802,-0.00901767,BTC,2017-11-14 12:32:52
92409380,BCH/BTC,-3.0,0.20801,-0.00124806,BTC,2017-11-14 12:32:52
92409381,BCH/BTC,-2.62414476,0.208,-0.00109164,BTC,2017-11-14 12:32:52
92434951,BCH/BTC,2.85796169,0.2019,0.0,BTC,2017-11-14 13:34:42
92434984,BCH/BTC,5.85,0.2019,0.0,BTC,2017-11-14 13:34:52
92435026,BCH/BTC,4.3873772,0.2019,0.0,BTC,2017-11-14 13:35:04
92435052,BCH/BTC,1.035848,0.2019,0.0,BTC,2017-11-14 13:35:07
92435091,BCH/BTC,1.5164,0.2019,0.0,BTC,2017-11-14 13:35:09
92435259,BCH/BTC,4.489,0.2019,0.0,BTC,2017-11-14 13:35:47
92435260,BCH/BTC,4.03944874,0.2019,0.0,BTC,2017-11-14 13:35:47
92435454,BCH/BTC,0.10846777,0.2019,0.0,BTC,2017-11-14 13:36:05
92435567,BCH/BTC,5.7154966,0.2019,0.0,BTC,2017-11-14 13:36:10
92436855,BCH/BTC,0.039,0.20388,-0.0000159,BTC,2017-11-14 13:38:23
92436882,BCH/BTC,0.95447166,0.204,0.0,BTC,2017-11-14 13:38:27
92438170,BCH/BTC,7.747657,0.2053,0.0,BTC,2017-11-14 13:40:27
92438176,BCH/BTC,2.252343,0.2053,0.0,BTC,2017-11-14 13:40:33
92451989,BCH/BTC,-10.0,0.206,0.0,BTC,2017-11-14 14:13:54
92453035,BCH/BTC,-0.08878526,0.2065,0.0,BTC,2017-11-14 14:15:49
92453187,BCH/BTC,-3.33007648,0.2065,0.0,BTC,2017-11-14 14:16:06
92457789,BCH/BTC,-0.11770365,0.20185,-0.00004752,BTC,2017-11-14 14:25:14
92457790,BCH/BTC,-9.93703582,0.20184,-0.00401138,BTC,2017-11-14 14:25:14
92457791,BCH/BTC,-0.15239679,0.20181,-0.00006151,BTC,2017-11-14 14:25:14
92457792,BCH/BTC,-17.36747366,0.2018,-0.00700951,BTC,2017-11-14 14:25:14
92466751,BCH/BTC,1.461472,0.2011,0.0,BTC,2017-11-14 14:43:28
92466756,BCH/BTC,1.55990343,0.2011,0.0,BTC,2017-11-14 14:43:28
92466758,BCH/BTC,0.1841,0.2011,0.0,BTC,2017-11-14 14:43:28
92466792,BCH/BTC,0.21550375,0.2011,0.0,BTC,2017-11-14 14:43:32
92466793,BCH/BTC,0.21550375,0.2011,0.0,BTC,2017-11-14 14:43:33
92466794,BCH/BTC,0.21550375,0.2011,0.0,BTC,2017-11-14 14:43:33
92466795,BCH/BTC,0.21590663,0.2011,0.0,BTC,2017-11-14 14:43:33
92466796,BCH/BTC,0.21590663,0.2011,0.0,BTC,2017-11-14 14:43:33
92466798,BCH/BTC,0.00125863,0.2011,0.0,BTC,2017-11-14 14:43:33
92466827,BCH/BTC,0.03843894,0.2011,0.0,BTC,2017-11-14 14:43:36
92466840,BCH/BTC,3.50519115,0.2011,0.0,BTC,2017-11-14 14:43:39
92466841,BCH/BTC,0.184,0.2011,0.0,BTC,2017-11-14 14:43:39
92466844,BCH/BTC,0.184,0.2011,0.0,BTC,2017-11-14 14:43:39
92466863,BCH/BTC,0.4055,0.2011,0.0,BTC,2017-11-14 14:43:44
92466890,BCH/BTC,1.67886816,0.2011,0.0,BTC,2017-11-14 14:43:47
92467016,BCH/BTC,1.3047,0.2011,0.0,BTC,2017-11-14 14:44:04
92467112,BCH/BTC,0.041179,0.2011,0.0,BTC,2017-11-14 14:44:25
92467134,BCH/BTC,3.37306418,0.2011,0.0,BTC,2017-11-14 14:44:31
92475969,BCH/BTC,0.83906105,0.2002,0.0,BTC,2017-11-14 15:02:52
92475974,BCH/BTC,0.52692779,0.2002,0.0,BTC,2017-11-14 15:02:52
92476040,BCH/BTC,15.09938101,0.2002,0.0,BTC,2017-11-14 15:02:57
92476072,BCH/BTC,0.078985,0.2002,0.0,BTC,2017-11-14 15:03:02
92476319,BCH/BTC,0.14087853,0.2002,0.0,BTC,2017-11-14 15:03:22
92477620,BCH/BTC,3.31476662,0.2006,0.0,BTC,2017-11-14 15:06:15
92484253,BCH/BTC,5.0,0.20271,0.0,BTC,2017-11-14 15:24:02
92527900,BCH/BTC,8.49687799,0.20025,0.0,BTC,2017-11-14 17:16:22
92528078,BCH/BTC,2.79969978,0.20025,0.0,BTC,2017-11-14 17:16:54
92528578,BCH/BTC,3.17,0.20025,0.0,BTC,2017-11-14 17:17:38
92528584,BCH/BTC,0.02000201,0.20025,0.0,BTC,2017-11-14 17:17:39
92528706,BCH/BTC,0.51342022,0.20025,0.0,BTC,2017-11-14 17:17:50
92712076,BCH/BTC,1.77543811,0.18329,-0.00065084,BTC,2017-11-15 01:05:19
92712077,BCH/BTC,1.77838836,0.18339,-0.00065228,BTC,2017-11-15 01:05:19
92712078,BCH/BTC,0.94238788,0.18339,-0.00034565,BTC,2017-11-15 01:05:19
92712079,BCH/BTC,4.73950079,0.18339,-0.00173835,BTC,2017-11-15 01:05:19
92712080,BCH/BTC,0.67947489,0.18339,-0.00024922,BTC,2017-11-15 01:05:19
92712081,BCH/BTC,10.08480997,0.1834,-0.00369911,BTC,2017-11-15 01:05:19
92793996,BCH/BTC,5.51305409,0.188,0.0,BTC,2017-11-15 05:02:03
92793997,BCH/BTC,0.44,0.188,0.0,BTC,2017-11-15 05:02:04
92794006,BCH/BTC,1.009,0.188,0.0,BTC,2017-11-15 05:02:09
92794010,BCH/BTC,0.156,0.188,0.0,BTC,2017-11-15 05:02:10
92794011,BCH/BTC,0.156,0.188,0.0,BTC,2017-11-15 05:02:11
92794013,BCH/BTC,0.197,0.188,0.0,BTC,2017-11-15 05:02:11
92794015,BCH/BTC,1.0,0.188,0.0,BTC,2017-11-15 05:02:11
92794020,BCH/BTC,1.0,0.188,0.0,BTC,2017-11-15 05:02:15
92794021,BCH/BTC,0.21319,0.188,0.0,BTC,2017-11-15 05:02:15
92794022,BCH/BTC,0.31575591,0.188,0.0,BTC,2017-11-15 05:02:17
92834934,BCH/BTC,10.0,0.1893,0.0,BTC,2017-11-15 07:09:54
92841806,BCH/BTC,5.0,0.185,0.0,BTC,2017-11-15 07:32:41
93473838,BCH/BTC,-2.99999999,0.14211,-0.00085266,BTC,2017-11-16 08:03:12
93473839,BCH/BTC,-17.71239401,0.1421,-0.00503386,BTC,2017-11-16 08:03:12
93473840,BCH/BTC,-3.96692563,0.14207,-0.00112716,BTC,2017-11-16 08:03:12
93473841,BCH/BTC,-0.02,0.14203,-0.00000568,BTC,2017-11-16 08:03:12
93473842,BCH/BTC,-4.7733,0.14203,-0.0013559,BTC,2017-11-16 08:03:12
93473843,BCH/BTC,-0.07,0.142,-0.00001988,BTC,2017-11-16 08:03:12
93473844,BCH/BTC,-40.45738037,0.142,-0.0114899,BTC,2017-11-16 08:03:12
93474566,BCH/BTC,-30.0,0.142,-0.00852,BTC,2017-11-16 08:04:24
93599228,BCH/BTC,1.16174914,0.14449,-0.0023235,BCH,2017-11-16 11:27:18
93599229,BCH/BTC,0.25,0.14449,-0.0005,BCH,2017-11-16 11:27:18
93599230,BCH/BTC,18.58825086,0.14449,-0.0371765,BCH,2017-11-16 11:27:18
93605747,BCH/BTC,2.83804364,0.1463,0.0,BTC,2017-11-16 11:37:13
93605748,BCH/BTC,0.642825,0.1463,0.0,BTC,2017-11-16 11:37:13
93605749,BCH/BTC,4.366557,0.1463,0.0,BTC,2017-11-16 11:37:13
93605768,BCH/BTC,14.4714,0.1463,0.0,BTC,2017-11-16 11:37:13
93605769,BCH/BTC,0.328905,0.1463,0.0,BTC,2017-11-16 11:37:13
93605780,BCH/BTC,0.15,0.14645,-0.0003,BCH,2017-11-16 11:37:13
93605781,BCH/BTC,0.25,0.14648,-0.0005,BCH,2017-11-16 11:37:13
93605788,BCH/BTC,0.25,0.1465,0.0,BTC,2017-11-16 11:37:14
93605793,BCH/BTC,0.23937,0.1465,0.0,BTC,2017-11-16 11:37:15
93605796,BCH/BTC,6.174899,0.1465,0.0,BTC,2017-11-16 11:37:15
93605800,BCH/BTC,0.28800036,0.1465,0.0,BTC,2017-11-16 11:37:15
93609175,BCH/BTC,1.05383441,0.15,0.0,BTC,2017-11-16 11:41:04
93614430,BCH/BTC,30.0,0.147,0.0,BTC,2017-11-16 11:48:15
93617942,BCH/BTC,20.0,0.1455,0.0,BTC,2017-11-16 11:54:23
93619192,BCH/BTC,10.0,0.148,0.0,BTC,2017-11-16 11:57:00
93642568,BCH/BTC,0.62732874,0.14,0.0,BTC,2017-11-16 12:39:29
93642694,BCH/BTC,3.95,0.14,0.0,BTC,2017-11-16 12:39:53
93642696,BCH/BTC,4.06033452,0.14,0.0,BTC,2017-11-16 12:39:53
93642697,BCH/BTC,0.36251919,0.14,0.0,BTC,2017-11-16 12:39:53
93642701,BCH/BTC,0.69578701,0.14,0.0,BTC,2017-11-16 12:39:53
93642704,BCH/BTC,0.30403054,0.14,0.0,BTC,2017-11-16 12:39:53
93702445,BCH/BTC,-0.0363166,0.13311,-0.00007263,BCH,2017-11-16 13:56:31
93702446,BCH/BTC,-0.06143358,0.13311,-0.00012287,BCH,2017-11-16 13:56:31
93702447,BCH/BTC,-25.0,0.1331,-0.05,BCH,2017-11-16 13:56:31
93702448,BCH/BTC,-3.7438614,0.1331,-0.00748772,BCH,2017-11-16 13:56:31
93702449,BCH/BTC,-3.9155,0.133,-0.007831,BCH,2017-11-16 13:56:31
93702472,BCH/BTC,-1.49948367,0.133,0.0,BTC,2017-11-16 13:56:32
93702478,BCH/BTC,-0.3,0.133,0.0,BTC,2017-11-16 13:56:32
93702479,BCH/BTC,-5.0737,0.133,0.0,BTC,2017-11-16 13:56:32
93702480,BCH/BTC,-0.74974183,0.133,0.0,BTC,2017-11-16 13:56:32
93702508,BCH/BTC,-1.0,0.133,0.0,BTC,2017-11-16 13:56:33
93702517,BCH/BTC,-0.21,0.133,0.0,BTC,2017-11-16 13:56:34
93702526,BCH/BTC,-9.0,0.133,0.0,BTC,2017-11-16 13:56:35
93702527,BCH/BTC,-0.3,0.133,0.0,BTC,2017-11-16 13:56:35
93702667,BCH/BTC,-0.3,0.133,0.0,BTC,2017-11-16 13:56:42
93702705,BCH/BTC,-0.56242,0.133,0.0,BTC,2017-11-16 13:56:44
93702731,BCH/BTC,-7.5166,0.133,0.0,BTC,2017-11-16 13:56:46
93702737,BCH/BTC,-0.79539,0.133,0.0,BTC,2017-11-16 13:56:47
93702767,BCH/BTC,-0.48,0.133,0.0,BTC,2017-11-16 13:56:48
93702857,BCH/BTC,-0.9749,0.133,0.0,BTC,2017-11-16 13:56:52
93702889,BCH/BTC,-6.162,0.133,0.0,BTC,2017-11-16 13:56:54
93703050,BCH/BTC,-0.04572153,0.133,0.0,BTC,2017-11-16 13:57:02
93703172,BCH/BTC,-0.16862942,0.133,0.0,BTC,2017-11-16 13:57:07
93703191,BCH/BTC,-0.39379478,0.133,0.0,BTC,2017-11-16 13:57:07
93703274,BCH/BTC,-1.0,0.133,0.0,BTC,2017-11-16 13:57:13
93703291,BCH/BTC,-10.0,0.133,0.0,BTC,2017-11-16 13:57:16
93734809,BCH/BTC,-41.764342,0.135,0.0,USD,2017-11-16 14:34:45
94369341,BCH/BTC,5.4648153,0.1479,-0.01092963,BCH,2017-11-17 07:32:09
94369342,BCH/BTC,0.021718,0.14803,-0.00004344,BCH,2017-11-17 07:32:09
94369343,BCH/BTC,7.0984,0.14804,-0.0141968,BCH,2017-11-17 07:32:09
94369344,BCH/BTC,2.75204927,0.14805,-0.0055041,BCH,2017-11-17 07:32:09
94369345,BCH/BTC,0.68303367,0.14805,-0.00136607,BCH,2017-11-17 07:32:09
94369346,BCH/BTC,5.5,0.14806,-0.011,BCH,2017-11-17 07:32:09
94369347,BCH/BTC,0.096,0.14827,-0.000192,BCH,2017-11-17 07:32:09
94369348,BCH/BTC,1.68,0.14829,-0.00336,BCH,2017-11-17 07:32:09
94369349,BCH/BTC,0.599,0.14831,-0.001198,BCH,2017-11-17 07:32:09
94369350,BCH/BTC,10.6475,0.1484,-0.021295,BCH,2017-11-17 07:32:09
94369351,BCH/BTC,15.45748376,0.14841,-0.03091497,BCH,2017-11-17 07:32:09
94374790,BCH/BTC,7.62338266,0.152,-0.01524677,BCH,2017-11-17 07:36:15
94374791,BCH/BTC,0.17286085,0.1524,-0.00034572,BCH,2017-11-17 07:36:15
94374792,BCH/BTC,5.4672,0.15249,-0.0109344,BCH,2017-11-17 07:36:15
94374793,BCH/BTC,36.73655649,0.1525,-0.07347311,BCH,2017-11-17 07:36:15
94381056,BCH/BTC,-5.7083401,0.1561,-0.01141668,BCH,2017-11-17 07:40:33
94381057,BCH/BTC,-0.64332853,0.15537,-0.00128666,BCH,2017-11-17 07:40:33
94381058,BCH/BTC,-1.28659925,0.15533,-0.0025732,BCH,2017-11-17 07:40:33
94381059,BCH/BTC,-22.67235,0.15532,-0.0453447,BCH,2017-11-17 07:40:33
94381060,BCH/BTC,-0.03,0.15527,-0.00006,BCH,2017-11-17 07:40:33
94381061,BCH/BTC,-3.21676756,0.15527,-0.00643354,BCH,2017-11-17 07:40:33
94381062,BCH/BTC,-1.1016,0.15527,-0.0022032,BCH,2017-11-17 07:40:33
94381063,BCH/BTC,-7.933,0.15526,-0.015866,BCH,2017-11-17 07:40:33
94381064,BCH/BTC,-7.7418,0.15525,-0.0154836,BCH,2017-11-17 07:40:33
94381065,BCH/BTC,-0.90642432,0.1551,-0.00181285,BCH,2017-11-17 07:40:33
94381066,BCH/BTC,-1.0,0.1551,-0.002,BCH,2017-11-17 07:40:33
94381067,BCH/BTC,-0.096,0.15509,-0.000192,BCH,2017-11-17 07:40:33
94381068,BCH/BTC,-0.57,0.15505,-0.00114,BCH,2017-11-17 07:40:33
94381069,BCH/BTC,-1.0,0.15505,-0.002,BCH,2017-11-17 07:40:33
94381070,BCH/BTC,-33.63686673,0.15504,-0.06727373,BCH,2017-11-17 07:40:33
94381071,BCH/BTC,-12.3868,0.15504,-0.0247736,BCH,2017-11-17 07:40:33
94381072,BCH/BTC,-0.07012351,0.15502,-0.00014025,BCH,2017-11-17 07:40:33
94385825,BCH/BTC,3.2,0.1563,-0.00100032,BTC,2017-11-17 07:43:55
94385826,BCH/BTC,0.32,0.15635,-0.00010006,BTC,2017-11-17 07:43:55
94385827,BCH/BTC,7.978,0.15638,-0.0024952,BTC,2017-11-17 07:43:55
94385828,BCH/BTC,8.570993,0.1564,-0.00268101,BTC,2017-11-17 07:43:55
94385829,BCH/BTC,0.09397009,0.15642,-0.0000294,BTC,2017-11-17 07:43:55
94385830,BCH/BTC,0.097,0.15644,-0.00003035,BTC,2017-11-17 07:43:55
94385831,BCH/BTC,25.30234481,0.1565,-0.00791963,BTC,2017-11-17 07:43:55
94385832,BCH/BTC,0.2,0.1565,-0.0000626,BTC,2017-11-17 07:43:55
94385833,BCH/BTC,0.12439234,0.1565,-0.00003893,BTC,2017-11-17 07:43:55
94385834,BCH/BTC,0.75679142,0.15677,-0.00023728,BTC,2017-11-17 07:43:55
94385835,BCH/BTC,0.5,0.1568,-0.0001568,BTC,2017-11-17 07:43:55
94385836,BCH/BTC,0.153,0.15681,-0.00004798,BTC,2017-11-17 07:43:55
94385837,BCH/BTC,2.70350834,0.15691,-0.00084841,BTC,2017-11-17 07:43:55
94395307,BCH/BTC,2.43860119,0.14993,-0.00073124,BTC,2017-11-17 07:51:11
94395308,BCH/BTC,9.34895462,0.14993,-0.00280338,BTC,2017-11-17 07:51:11
94395309,BCH/BTC,5.39325188,0.14994,-0.00161733,BTC,2017-11-17 07:51:11
94395310,BCH/BTC,7.98,0.15,-0.002394,BTC,2017-11-17 07:51:11
94395311,BCH/BTC,0.5,0.15,-0.00015,BTC,2017-11-17 07:51:11
94395312,BCH/BTC,10.0,0.15,-0.003,BTC,2017-11-17 07:51:11
94395313,BCH/BTC,0.022184,0.15003,-0.00000666,BTC,2017-11-17 07:51:11
94395314,BCH/BTC,0.808,0.15016,-0.00024266,BTC,2017-11-17 07:51:11
94395315,BCH/BTC,1.91640847,0.15017,-0.00057557,BTC,2017-11-17 07:51:11
94395316,BCH/BTC,0.5,0.1504,-0.0001504,BTC,2017-11-17 07:51:11
94395317,BCH/BTC,23.0,0.1504,-0.0069184,BTC,2017-11-17 07:51:11
94395318,BCH/BTC,1.34405836,0.15059,-0.0004048,BTC,2017-11-17 07:51:11
94395319,BCH/BTC,21.6671,0.15061,-0.00652656,BTC,2017-11-17 07:51:11
94395320,BCH/BTC,10.47157472,0.15062,-0.00315446,BTC,2017-11-17 07:51:11
94395321,BCH/BTC,1.0,0.1507,-0.0003014,BTC,2017-11-17 07:51:11
94395322,BCH/BTC,3.60986676,0.15078,-0.00108859,BTC,2017-11-17 07:51:11
94503442,BCH/BTC,-0.81816218,0.1375,-0.00163632,BCH,2017-11-17 10:39:52
94503443,BCH/BTC,-1.0,0.1375,-0.002,BCH,2017-11-17 10:39:52
94503444,BCH/BTC,-0.2,0.1375,-0.0004,BCH,2017-11-17 10:39:52
94503445,BCH/BTC,-4.3968,0.1375,-0.0087936,BCH,2017-11-17 10:39:52
94503446,BCH/BTC,-0.4627,0.13745,-0.0009254,BCH,2017-11-17 10:39:52
94503447,BCH/BTC,-0.02,0.1374,-0.00004,BCH,2017-11-17 10:39:52
94503448,BCH/BTC,-10.38,0.13723,-0.02076,BCH,2017-11-17 10:39:52
94503449,BCH/BTC,-0.5,0.1372,-0.001,BCH,2017-11-17 10:39:52
94503450,BCH/BTC,-0.246,0.13719,-0.000492,BCH,2017-11-17 10:39:52
94503451,BCH/BTC,-1.705,0.13716,-0.00341,BCH,2017-11-17 10:39:52
94503452,BCH/BTC,-0.033149,0.13703,-0.0000663,BCH,2017-11-17 10:39:52
94503453,BCH/BTC,-40.43572775,0.13703,-0.08087146,BCH,2017-11-17 10:39:52
94503454,BCH/BTC,-7.29820411,0.13702,-0.01459641,BCH,2017-11-17 10:39:52
94503455,BCH/BTC,-6.6639,0.13702,-0.0133278,BCH,2017-11-17 10:39:52
94503456,BCH/BTC,-0.3,0.137,-0.0006,BCH,2017-11-17 10:39:52
94503457,BCH/BTC,-1.44605477,0.13699,-0.00289211,BCH,2017-11-17 10:39:52
94503458,BCH/BTC,-3.61523929,0.13694,-0.00723048,BCH,2017-11-17 10:39:52
94503459,BCH/BTC,-0.5,0.1368,-0.001,BCH,2017-11-17 10:39:52
94503460,BCH/BTC,-0.1,0.13675,-0.0002,BCH,2017-11-17 10:39:52
94503461,BCH/BTC,-1.0,0.13674,-0.002,BCH,2017-11-17 10:39:52
94503462,BCH/BTC,-68.8790629,0.13671,-0.13775813,BCH,2017-11-17 10:39:52
94514482,BCH/BTC,2.62848607,0.13461,0.0,BTC,2017-11-17 10:56:41
94514544,BCH/BTC,27.37151393,0.13461,0.0,BTC,2017-11-17 10:56:41
94526984,BCH/BTC,30.0,0.13897,0.0,BTC,2017-11-17 11:17:41
94537271,BCH/BTC,0.9788,0.14,0.0,BTC,2017-11-17 11:35:45
94537289,BCH/BTC,1.0,0.14,0.0,BTC,2017-11-17 11:35:46
94537301,BCH/BTC,1.0,0.14,0.0,BTC,2017-11-17 11:35:47
94537303,BCH/BTC,0.45,0.14,0.0,BTC,2017-11-17 11:35:48
94537308,BCH/BTC,1.0,0.14,0.0,BTC,2017-11-17 11:35:50
94537309,BCH/BTC,0.999,0.14,0.0,BTC,2017-11-17 11:35:50
94537311,BCH/BTC,2.5701,0.14,0.0,BTC,2017-11-17 11:35:50
94537314,BCH/BTC,0.14996642,0.14,0.0,BTC,2017-11-17 11:35:50
94537317,BCH/BTC,1.43666,0.14,0.0,BTC,2017-11-17 11:35:51
94537318,BCH/BTC,5.815612,0.14,0.0,BTC,2017-11-17 11:35:51
94537325,BCH/BTC,0.18,0.14,0.0,BTC,2017-11-17 11:35:51
94537364,BCH/BTC,0.15,0.14,0.0,BTC,2017-11-17 11:35:54
94537399,BCH/BTC,4.26986158,0.14,0.0,BTC,2017-11-17 11:35:57
94538646,BCH/BTC,-8.962,0.13909,-0.017924,BCH,2017-11-17 11:37:36
94538647,BCH/BTC,-2.98,0.13873,-0.00596,BCH,2017-11-17 11:37:36
94538648,BCH/BTC,-6.866,0.13868,-0.013732,BCH,2017-11-17 11:37:36
94538649,BCH/BTC,-1.0,0.13868,-0.002,BCH,2017-11-17 11:37:36
94538650,BCH/BTC,-3.16227975,0.13866,-0.00632456,BCH,2017-11-17 11:37:36
94538651,BCH/BTC,-0.72101962,0.13857,-0.00144204,BCH,2017-11-17 11:37:36
94538652,BCH/BTC,-1.44203953,0.13854,-0.00288408,BCH,2017-11-17 11:37:36
94538653,BCH/BTC,-0.88073599,0.13853,-0.00176147,BCH,2017-11-17 11:37:36
94538654,BCH/BTC,-0.03,0.13852,-0.00006,BCH,2017-11-17 11:37:36
94538663,BCH/BTC,-7.2114664,0.1385,0.0,BTC,2017-11-17 11:37:37
94538664,BCH/BTC,-3.60568605,0.1385,0.0,BTC,2017-11-17 11:37:37
94538666,BCH/BTC,-0.72113742,0.1385,0.0,BTC,2017-11-17 11:37:37
94538667,BCH/BTC,-1.44227484,0.1385,0.0,BTC,2017-11-17 11:37:37
94538668,BCH/BTC,-0.50916,0.1385,0.0,BTC,2017-11-17 11:37:37
94538669,BCH/BTC,-7.407794,0.1385,0.0,BTC,2017-11-17 11:37:37
94538670,BCH/BTC,-3.0584064,0.1385,0.0,BTC,2017-11-17 11:37:37
94539605,BCH/BTC,-30.0,0.138,-0.06,BCH,2017-11-17 11:38:29
94541717,BCH/BTC,0.1,0.1383,0.0,BTC,2017-11-17 11:40:37
94541776,BCH/BTC,0.29,0.1383,0.0,BTC,2017-11-17 11:40:42
94541836,BCH/BTC,9.817,0.1383,0.0,BTC,2017-11-17 11:40:46
94541854,BCH/BTC,0.36804991,0.1383,0.0,BTC,2017-11-17 11:40:48
94541937,BCH/BTC,0.663,0.1383,0.0,BTC,2017-11-17 11:40:53
94541955,BCH/BTC,4.566785,0.1383,0.0,BTC,2017-11-17 11:40:55
94541969,BCH/BTC,1.0,0.1383,0.0,BTC,2017-11-17 11:40:55
94541972,BCH/BTC,1.0,0.1383,0.0,BTC,2017-11-17 11:40:56
94542011,BCH/BTC,27.84,0.1383,0.0,BTC,2017-11-17 11:40:57
94542032,BCH/BTC,0.25229731,0.1383,0.0,BTC,2017-11-17 11:41:00
94542033,BCH/BTC,1.0,0.1383,0.0,BTC,2017-11-17 11:41:01
94542034,BCH/BTC,3.10286778,0.1383,0.0,BTC,2017-11-17 11:41:01
94545387,BCH/BTC,-12.409,0.13627,-0.00338195,BTC,2017-11-17 11:47:06
94545388,BCH/BTC,-27.81,0.13627,-0.00757934,BTC,2017-11-17 11:47:06
94545389,BCH/BTC,-3.4108,0.13627,-0.00092958,BTC,2017-11-17 11:47:06
94545390,BCH/BTC,-6.3702,0.13627,-0.00173613,BTC,2017-11-17 11:47:06
94574416,BCH/BTC,1.2235086,0.141,0.0,BTC,2017-11-17 12:51:30
94574420,BCH/BTC,3.455406,0.141,0.0,BTC,2017-11-17 12:51:30
94579358,BCH/BTC,30.0,0.145,0.0,BTC,2017-11-17 12:57:24
94589384,BCH/BTC,0.656,0.14254,-0.001312,BCH,2017-11-17 13:08:49
94589385,BCH/BTC,0.449,0.14267,-0.000898,BCH,2017-11-17 13:08:49
94589386,BCH/BTC,0.449,0.14267,-0.000898,BCH,2017-11-17 13:08:49
94589387,BCH/BTC,0.1746,0.14289,-0.0003492,BCH,2017-11-17 13:08:49
94589388,BCH/BTC,2.0,0.14292,-0.004,BCH,2017-11-17 13:08:49
94589389,BCH/BTC,0.738645,0.14292,-0.00147729,BCH,2017-11-17 13:08:49
94589390,BCH/BTC,0.05,0.14293,-0.0001,BCH,2017-11-17 13:08:49
94589391,BCH/BTC,2.98,0.14293,-0.00596,BCH,2017-11-17 13:08:50
94589392,BCH/BTC,0.8864,0.14297,-0.0017728,BCH,2017-11-17 13:08:50
94589393,BCH/BTC,0.66,0.14299,-0.00132,BCH,2017-11-17 13:08:50
94589394,BCH/BTC,0.04,0.14299,-0.00008,BCH,2017-11-17 13:08:50
